prompt_id;prompt_en;prompt_pl;paraphrase_en;paraphrase_pl;category
EXP_020;"Explain why a team can look efficient in the short term while creating long term problems.";"Wyjaśnij, dlaczego zespół może wyglądać na efektywny w krótkim terminie, a jednocześnie tworzyć problemy długoterminowe.";"How can strong short term performance hide future issues inside a team? Explain in an accessible way.";"Jak dobre wyniki krótkoterminowe mogą ukrywać przyszłe problemy w zespole? Wyjaśnij to w przystępny sposób.";"wyjaśniające"
CMP_001;"Compare remote work and office work for a small software team. Focus on productivity, communication, mentoring, and burnout.";"Porównaj pracę zdalną i pracę biurową w małym zespole programistycznym. Skup się na produktywności, komunikacji, mentoringu i wypaleniu.";"For a small software team, compare mostly remote work with mostly office work across output, collaboration, learning, and fatigue.";"Dla małego zespołu programistycznego porównaj pracę głównie zdalną z pracą głównie z biura pod względem efektów, współpracy, nauki i zmęczenia.";"porównawcze"
CMP_002;"Compare public transport and driving as daily commuting options in a large city.";"Porównaj transport publiczny i samochód jako codzienne sposoby dojazdu do pracy w dużym mieście.";"What are the main differences between commuting by car and commuting by public transport in a big city?";"Jakie są główne różnice między dojazdem samochodem a dojazdem transportem publicznym w dużym mieście?" ;"porównawcze"
CMP_003;"Compare learning from an online course with learning in a classroom. Consider motivation, pace, flexibility, and feedback.";"Porównaj naukę z kursu online z nauką w klasie. Weź pod uwagę motywację, tempo, elastyczność i informację zwrotną.";"How does online learning differ from in person learning with respect to structure, independence, speed, and support?" ;"Czym różni się nauka online od nauki stacjonarnej pod względem struktury, samodzielności, tempa i wsparcia?" ;"porównawcze"
CMP_004;"Compare a spreadsheet and a database as tools for managing business data in a small company.";"Porównaj arkusz kalkulacyjny i bazę danych jako narzędzia do zarządzania danymi biznesowymi w małej firmie.";"For a small business, compare using a spreadsheet with using a database for storing and working with data.";"Dla małej firmy porównaj używanie arkusza kalkulacyjnego i bazy danych do przechowywania oraz obsługi danych.";"porównawcze"
CMP_005;"Compare rule based decision systems with machine learning based decision systems.";"Porównaj systemy decyzyjne oparte na regułach z systemami opartymi na uczeniu maszynowym.";"What are the main differences between a fixed rule system and a machine learning system when making decisions?" ;"Jakie są główne różnice między systemem opartym na stałych regułach a systemem uczącym się przy podejmowaniu decyzji?" ;"porównawcze"
CMP_006;"Compare renting a flat and buying a flat for someone planning to stay in one city for the next several years.";"Porównaj wynajem mieszkania i zakup mieszkania z perspektywy osoby planującej zostać w jednym mieście przez kilka najbliższych lat.";"How do renting and buying differ for a person expecting to live in the same city for a medium term period?" ;"Czym różnią się wynajem i zakup dla osoby, która planuje mieszkać w tym samym mieście przez średni okres?" ;"porównawcze"
CMP_007;"Compare an oral exam and a written exam as ways of assessing knowledge.";"Porównaj egzamin ustny i egzamin pisemny jako sposoby sprawdzania wiedzy.";"What are the strengths and weaknesses of oral exams compared with written exams?" ;"Jakie są mocne i słabe strony egzaminów ustnych w porównaniu z egzaminami pisemnymi?" ;"porównawcze"
CMP_008;"Compare a small local shop and a large supermarket from the perspective of both customers and owners.";"Porównaj mały lokalny sklep i duży supermarket z perspektywy klientów oraz właścicieli.";"How does shopping in a neighborhood store differ from shopping in a large supermarket for both buyers and business owners?" ;"Czym różni się robienie zakupów w sklepie osiedlowym od zakupów w dużym supermarkecie z punktu widzenia kupujących i właścicieli?" ;"porównawcze"
CMP_009;"Compare paper books and e books in terms of convenience, cost, and reading experience.";"Porównaj książki papierowe i e-booki pod względem wygody, kosztu i doświadczenia czytania.";"What are the practical differences between reading printed books and reading e books?" ;"Jakie są praktyczne różnice między czytaniem książek drukowanych a czytaniem e-booków?" ;"porównawcze"
CMP_010;"Compare a centrally managed team with a highly autonomous team. Discuss advantages, disadvantages, and risks.";"Porównaj zespół zarządzany centralnie z zespołem o dużej autonomii. Omów zalety, wady i ryzyka.";"How does a tightly controlled team differ from a team with a lot of autonomy?" ;"Czym różni się zespół ściśle kontrolowany od zespołu z dużą autonomią?" ;"porównawcze"
CMP_011;"Compare asynchronous communication and live meetings for coordinating work in a distributed team.";"Porównaj komunikację asynchroniczną i spotkania na żywo jako sposoby koordynowania pracy w rozproszonym zespole.";"For a distributed team, what are the main trade offs between written asynchronous communication and real time meetings?" ;"Dla rozproszonego zespołu jakie są główne kompromisy między komunikacją pisemną asynchroniczną a spotkaniami w czasie rzeczywistym?" ;"porównawcze"
CMP_012;"Compare a general specialist career path with a narrow expert path.";"Porównaj ścieżkę kariery ogólnego specjalisty ze ścieżką wąskiego eksperta.";"How do the benefits and limitations of being a broad generalist compare with those of being a deep specialist?" ;"Jak porównują się korzyści i ograniczenia bycia szerokim generalistą oraz głębokim specjalistą?" ;"porównawcze"
CMP_013;"Compare planning a project in detail at the beginning with planning it iteratively as work progresses.";"Porównaj szczegółowe planowanie projektu na początku z planowaniem iteracyjnym w trakcie pracy.";"What is the difference between making a detailed upfront plan and adjusting the plan step by step during a project?" ;"Jaka jest różnica między tworzeniem szczegółowego planu z góry a dostosowywaniem planu krok po kroku w trakcie projektu?" ;"porównawcze"
CMP_014;"Compare learning by reading theory with learning by solving practical tasks.";"Porównaj naukę przez czytanie teorii z nauką przez rozwiązywanie praktycznych zadań.";"How does studying concepts compare with learning through hands on exercises?" ;"Czym różni się nauka przez studiowanie pojęć od nauki przez praktyczne ćwiczenia?" ;"porównawcze"
CMP_015;"Compare a product designed for maximum simplicity with a product designed for maximum flexibility.";"Porównaj produkt zaprojektowany z myślą o maksymalnej prostocie z produktem zaprojektowanym z myślą o maksymalnej elastyczności.";"What are the trade offs between a very simple product and a highly flexible product?" ;"Jakie są kompromisy między bardzo prostym produktem a produktem o dużej elastyczności?" ;"porównawcze"
CMP_016;"Compare a small local shop and a large supermarket from the perspective of both customers and owners.";"Porównaj mały lokalny sklep i duży supermarket z perspektywy klientów oraz właścicieli.";"How does shopping in a neighborhood store differ from shopping in a large supermarket for both buyers and business owners?" ;"Czym różni się robienie zakupów w sklepie osiedlowym od zakupów w dużym supermarkecie z punktu widzenia kupujących i właścicieli?" ;"porównawcze"
CMP_017;"Compare paper books and e books in terms of convenience, cost, and reading experience.";"Porównaj książki papierowe i e-booki pod względem wygody, kosztu i doświadczenia czytania.";"What are the practical differences between reading printed books and reading e books?" ;"Jakie są praktyczne różnice między czytaniem książek drukowanych a czytaniem e-booków?" ;"porównawcze"
CMP_018;"Compare a centrally managed team with a highly autonomous team. Discuss advantages, disadvantages, and risks.";"Porównaj zespół zarządzany centralnie z zespołem o dużej autonomii. Omów zalety, wady i ryzyka.";"How does a tightly controlled team differ from a team with a lot of autonomy?" ;"Czym różni się zespół ściśle kontrolowany od zespołu z dużą autonomią?" ;"porównawcze"
CMP_019;"Compare planning a project in detail at the beginning with planning it iteratively as work progresses.";"Porównaj szczegółowe planowanie projektu na początku z planowaniem iteracyjnym w trakcie pracy.";"What is the difference between making a detailed upfront plan and adjusting the plan step by step during a project?" ;"Jaka jest różnica między tworzeniem szczegółowego planu z góry a dostosowywaniem planu krok po kroku w trakcie projektu?" ;"porównawcze"
CMP_020;"Compare learning by reading theory with learning by solving practical tasks.";"Porównaj naukę przez czytanie teorii z nauką przez rozwiązywanie praktycznych zadań.";"How does studying concepts compare with learning through hands on exercises?" ;"Czym różni się nauka przez studiowanie pojęć od nauki przez praktyczne ćwiczenia?" ;"porównawcze"
ARG_001;"Should universities allow students to use large language models in take home assignments? Present both sides and give your conclusion.";"Czy uczelnie powinny pozwalać studentom używać dużych modeli językowych przy zadaniach wykonywanych w domu? Przedstaw obie strony i podaj wniosek.";"Universities are debating whether students may use language models for work done outside class. Analyze the strongest arguments for and against, then take a position.";"Uczelnie dyskutują, czy studenci mogą używać modeli językowych przy pracy wykonywanej poza zajęciami. Przeanalizuj najmocniejsze argumenty za i przeciw, a następnie zajmij stanowisko.";"argumentacyjno-decyzyjne"
ARG_002;"Should schools ban smartphones during lessons? Discuss the pros and cons and end with a recommendation.";"Czy szkoły powinny zakazać smartfonów podczas lekcji? Omów plusy i minusy i zakończ rekomendacją.";"Is a full smartphone ban in classrooms a good idea? Present arguments on both sides and make a recommendation.";"Czy całkowity zakaz smartfonów na lekcjach to dobry pomysł? Przedstaw argumenty obu stron i sformułuj rekomendację.";"argumentacyjno-decyzyjne"
ARG_003;"A company is considering a four day workweek. Is this a good direction? Evaluate the benefits and risks before giving a conclusion.";"Firma rozważa czterodniowy tydzień pracy. Czy to dobry kierunek? Oceń korzyści i ryzyka, a następnie wyciągnij wniosek.";"Should an organization move to a four day workweek? Weigh the main advantages and disadvantages and then decide.";"Czy organizacja powinna przejść na czterodniowy tydzień pracy? Zważ główne zalety i wady, a potem podejmij decyzję.";"argumentacyjno-decyzyjne"
ARG_004;"A city wants to reduce car traffic in the center. Does this make sense? Consider social, economic, and environmental effects.";"Miasto chce ograniczyć ruch samochodowy w centrum. Czy to ma sens? Rozważ skutki społeczne, ekonomiczne i środowiskowe.";"Should a city limit car access in the downtown area? Discuss the strongest reasons for and against this policy.";"Czy miasto powinno ograniczyć wjazd samochodów do centrum? Omów najmocniejsze argumenty za i przeciw tej polityce.";"argumentacyjno-decyzyjne"
ARG_005;"A startup must choose between faster growth and earlier profitability. Which path is more reasonable and under what conditions?" ;"Startup musi wybrać między szybszym wzrostem a wcześniejszą rentownością. Która ścieżka jest rozsądniejsza i w jakich warunkach?" ;"A young company cannot optimize for both aggressive growth and near term profit. Which option should it prioritize and why?" ;"Młoda firma nie może jednocześnie maksymalizować agresywnego wzrostu i bliskoterminowego zysku. Którą opcję powinna priorytetowo traktować i dlaczego?" ;"argumentacyjno-decyzyjne"
ARG_006;"Should employers require all employees to be in the office on fixed days each week?" ;"Czy pracodawcy powinni wymagać od wszystkich pracowników obecności w biurze w stałe dni każdego tygodnia?" ;"Is a mandatory shared office schedule a good policy for most organizations? Give balanced arguments and a judgment.";"Czy obowiązkowy wspólny harmonogram obecności w biurze to dobra polityka dla większości organizacji? Podaj wyważone argumenty i ocenę.";"argumentacyjno-decyzyjne"
ARG_007;"A hospital is considering sharing anonymized patient data for research. Should it do so?" ;"Szpital rozważa udostępnianie zanonimizowanych danych pacjentów do badań. Czy powinien to zrobić?" ;"Should anonymized medical data be used for research when patient privacy concerns still exist? Analyze and conclude.";"Czy zanonimizowane dane medyczne powinny być używane do badań mimo istniejących obaw o prywatność pacjentów? Przeanalizuj i zakończ wnioskiem.";"argumentacyjno-decyzyjne"
ARG_008;"Should a public library shift more of its budget from printed books to digital formats?" ;"Czy biblioteka publiczna powinna przesunąć większą część budżetu z książek drukowanych na formaty cyfrowe?" ;"Would it be wise for a public library to invest more in e books and audiobooks at the expense of printed collections?" ;"Czy rozsądne byłoby, aby biblioteka publiczna więcej inwestowała w e-booki i audiobooki kosztem zbiorów drukowanych?" ;"argumentacyjno-decyzyjne"
ARG_009;"A small company is thinking about automating customer support. Is this the right move at its current stage?" ;"Mała firma zastanawia się nad automatyzacją obsługi klienta. Czy to właściwy krok na jej obecnym etapie?" ;"Should a small growing company invest in customer support automation now, or is it too early? Argue both sides and decide.";"Czy mała rosnąca firma powinna już teraz inwestować w automatyzację obsługi klienta, czy to jeszcze za wcześnie? Przedstaw obie strony i zdecyduj.";"argumentacyjno-decyzyjne"
ARG_010;"Is moving to a new city without visiting it first a reasonable decision? Present both sides and your conclusion.";"Czy przeprowadzka do nowego miasta bez wcześniejszej wizyty to rozsądna decyzja? Przedstaw obie strony i swój wniosek.";"A person wants to relocate without seeing the city in advance. Evaluate whether this is sensible and explain your reasoning.";"Pewna osoba chce się przeprowadzić bez wcześniejszego zobaczenia miasta. Oceń, czy to rozsądne, i wyjaśnij swoje rozumowanie.";"argumentacyjno-decyzyjne"
ARG_011;"Should managers prioritize speed of execution over broad team alignment during urgent projects?" ;"Czy managerowie powinni stawiać szybkość działania ponad szerokie uzgodnienie w zespole podczas pilnych projektów?" ;"In a time critical project, is it better to move fast with limited consultation or slower with broad alignment? Analyze and decide.";"W projekcie krytycznym czasowo czy lepiej działać szybko z ograniczonymi konsultacjami, czy wolniej z szerokim uzgodnieniem? Przeanalizuj i zdecyduj.";"argumentacyjno-decyzyjne"
ARG_012;"Should employees be evaluated mainly on outcomes rather than hours worked?" ;"Czy pracownicy powinni być oceniani głównie na podstawie wyników, a nie liczby przepracowanych godzin?" ;"Is outcome based evaluation better than time based evaluation for most jobs? Present arguments on both sides.";"Czy ocena oparta na wynikach jest lepsza niż ocena oparta na czasie pracy dla większości stanowisk? Przedstaw argumenty obu stron.";"argumentacyjno-decyzyjne"
ARG_013;"Should cities provide free public transport funded by higher taxes?" ;"Czy miasta powinny oferować darmowy transport publiczny finansowany z wyższych podatków?" ;"Would free public transport be a good public policy if it required higher taxes? Discuss benefits, drawbacks, and your conclusion.";"Czy darmowy transport publiczny byłby dobrą polityką publiczną, jeśli wymagałby wyższych podatków? Omów korzyści, wady i swój wniosek.";"argumentacyjno-decyzyjne"
ARG_014;"Should beginner programmers rely on AI coding assistants while learning?" ;"Czy początkujący programiści powinni polegać na asystentach AI do kodowania podczas nauki?" ;"Do AI coding tools help beginners learn faster, or do they weaken understanding? Analyze the trade off and give a judgment.";"Czy narzędzia AI do kodowania pomagają początkującym uczyć się szybciej, czy osłabiają zrozumienie? Przeanalizuj kompromis i wydaj ocenę.";"argumentacyjno-decyzyjne"
ARG_015;"Should a company reveal all known limitations of its product in marketing materials?" ;"Czy firma powinna ujawniać wszystkie znane ograniczenia swojego produktu w materiałach marketingowych?" ;"Is full transparency about product limitations in marketing always the right approach? Discuss both sides and conclude.";"Czy pełna przejrzystość dotycząca ograniczeń produktu w marketingu zawsze jest właściwym podejściem? Omów obie strony i zakończ wnioskiem.";"argumentacyjno-decyzyjne"
ARG_016;"A startup must choose between faster growth and earlier profitability. Which path is more reasonable and under what conditions?" ;"Startup musi wybrać między szybszym wzrostem a wcześniejszą rentownością. Która ścieżka jest rozsądniejsza i w jakich warunkach?" ;"A young company cannot optimize for both aggressive growth and near term profit. Which option should it prioritize and why?" ;"Młoda firma nie może jednocześnie maksymalizować agresywnego wzrostu i bliskoterminowego zysku. Którą opcję powinna priorytetowo traktować i dlaczego?" ;"argumentacyjno-decyzyjne"
ARG_017;"A hospital is considering sharing anonymized patient data for research. Should it do so?" ;"Szpital rozważa udostępnianie zanonimizowanych danych pacjentów do badań. Czy powinien to zrobić?" ;"Should anonymized medical data be used for research when patient privacy concerns still exist? Analyze and conclude.";"Czy zanonimizowane dane medyczne powinny być używane do badań mimo istniejących obaw o prywatność pacjentów? Przeanalizuj i zakończ wnioskiem.";"argumentacyjno-decyzyjne"
ARG_018;"Should a public library shift more of its budget from printed books to digital formats?" ;"Czy biblioteka publiczna powinna przesunąć większą część budżetu z książek drukowanych na formaty cyfrowe?" ;"Would it be wise for a public library to invest more in e books and audiobooks at the expense of printed collections?" ;"Czy rozsądne byłoby, aby biblioteka publiczna więcej inwestowała w e-booki i audiobooki kosztem zbiorów drukowanych?" ;"argumentacyjno-decyzyjne"
ARG_019;"Is moving to a new city without visiting it first a reasonable decision? Present both sides and your conclusion.";"Czy przeprowadzka do nowego miasta bez wcześniejszej wizyty to rozsądna decyzja? Przedstaw obie strony i swój wniosek.";"A person wants to relocate without seeing the city in advance. Evaluate whether this is sensible and explain your reasoning.";"Pewna osoba chce się przeprowadzić bez wcześniejszego zobaczenia miasta. Oceń, czy to rozsądne, i wyjaśnij swoje rozumowanie.";"argumentacyjno-decyzyjne"
ARG_020;"Should managers prioritize speed of execution over broad team alignment during urgent projects?" ;"Czy managerowie powinni stawiać szybkość działania ponad szerokie uzgodnienie w zespole podczas pilnych projektów?" ;"In a time critical project, is it better to move fast with limited consultation or slower with broad alignment? Analyze and decide.";"W projekcie krytycznym czasowo czy lepiej działać szybko z ograniczonymi konsultacjami, czy wolniej z szerokim uzgodnieniem? Przeanalizuj i zdecyduj.";"argumentacyjno-decyzyjne"
PRC_001;"Create a realistic twelve week plan for a beginner who wants to learn Python for data analysis.";"Ułóż realistyczny dwunastotygodniowy plan dla początkującej osoby, która chce nauczyć się Pythona do analizy danych.";"Design a practical three month roadmap for someone starting from zero and aiming to use Python for data analysis.";"Zaprojektuj praktyczną trzymiesięczną ścieżkę dla osoby zaczynającej od zera i chcącej używać Pythona do analizy danych.";"proceduralne"
PRC_002;"Propose a step by step onboarding plan for a new analyst during their first week in a small team.";"Zaproponuj plan wdrożenia krok po kroku dla nowego analityka podczas pierwszego tygodnia pracy w małym zespole.";"How should a small analytics team onboard a new person in the first week? Provide a structured plan.";"Jak mały zespół analityczny powinien wdrożyć nową osobę w pierwszym tygodniu? Podaj uporządkowany plan.";"proceduralne"
PRC_003;"Prepare a response procedure for an internal system outage that minimizes confusion and communication failures.";"Przygotuj procedurę reagowania na awarię wewnętrznego systemu, która minimalizuje chaos i błędy komunikacyjne.";"Create a step by step process for handling an internal service outage in an organized way.";"Stwórz krok po kroku proces obsługi awarii wewnętrznej usługi w uporządkowany sposób.";"proceduralne"
PRC_004;"Outline a process for producing a short research report from initial materials to final editing.";"Przedstaw proces przygotowania krótkiego raportu badawczego od materiałów początkowych do końcowej redakcji.";"What sequence of steps should someone follow to turn raw materials into a finished short research report?" ;"Jaką sekwencję kroków należy wykonać, aby zamienić surowe materiały w gotowy krótki raport badawczy?" ;"proceduralne"
PRC_005;"Propose a procedure for selecting a software vendor for a small company with limited technical expertise.";"Zaproponuj procedurę wyboru dostawcy oprogramowania dla małej firmy z ograniczonym doświadczeniem technicznym.";"How should a small non technical company choose a software vendor in a careful and structured way?" ;"Jak mała nietechniczna firma powinna w ostrożny i uporządkowany sposób wybrać dostawcę oprogramowania?" ;"proceduralne"
PRC_006;"Create a plan for moving to another apartment over one weekend while reducing stress and mistakes.";"Stwórz plan przeprowadzki do innego mieszkania w jeden weekend z ograniczeniem stresu i pomyłek.";"What is a practical step by step way to organize a one weekend move?" ;"Jaki jest praktyczny krok po kroku sposób zorganizowania przeprowadzki w jeden weekend?" ;"proceduralne"
PRC_007;"Propose a simple process for running a student survey at a university.";"Zaproponuj prosty proces przeprowadzenia ankiety wśród studentów na uczelni.";"How would you organize a basic university survey from design to data collection and review?" ;"Jak zorganizowałbyś podstawowe badanie ankietowe na uczelni od projektu po zbiór danych i przegląd wyników?" ;"proceduralne"
PRC_008;"Create a plan for preparing a group presentation when three people must deliver one shared talk.";"Stwórz plan przygotowania prezentacji grupowej, gdy trzy osoby mają wygłosić jedno wspólne wystąpienie.";"How should three people organize the work on a shared presentation so the final talk feels coherent?" ;"Jak trzy osoby powinny zorganizować pracę nad wspólną prezentacją, aby końcowe wystąpienie było spójne?" ;"proceduralne"
PRC_009;"Propose a procedure for introducing regular feedback in a small team that has never used it before.";"Zaproponuj procedurę wprowadzenia regularnego feedbacku w małym zespole, który wcześniej z niego nie korzystał.";"What steps should a manager follow to build a healthy feedback routine in a team with no prior habit of feedback?" ;"Jakie kroki powinien podjąć manager, aby zbudować zdrową rutynę feedbacku w zespole, który wcześniej jej nie miał?" ;"proceduralne"
PRC_010;"Create a three month language learning plan for a person working full time and having little free time.";"Stwórz trzymiesięczny plan nauki języka dla osoby pracującej na pełen etat i mającej mało wolnego czasu.";"How should a busy full time worker structure a three month plan for learning a foreign language?" ;"Jak zapracowana osoba pracująca na pełen etat powinna ułożyć trzymiesięczny plan nauki języka obcego?" ;"proceduralne"
PRC_011;"Propose a step by step process for cleaning and organizing a messy shared project folder.";"Zaproponuj proces krok po kroku porządkowania nieuporządkowanego współdzielonego folderu projektowego.";"How would you systematically reorganize a chaotic shared folder so a team can use it efficiently again?" ;"Jak systematycznie uporządkowałbyś chaotyczny współdzielony folder, aby zespół mógł znów efektywnie z niego korzystać?" ;"proceduralne"
PRC_012;"Prepare a procedure for testing a new workflow in a team before rolling it out fully.";"Przygotuj procedurę testowania nowego sposobu pracy w zespole przed pełnym wdrożeniem.";"What process should a team use to pilot a new workflow safely before adopting it everywhere?" ;"Jakiego procesu powinien użyć zespół, aby bezpiecznie przetestować nowy workflow przed wdrożeniem go wszędzie?" ;"proceduralne"
PRC_013;"Create a plan for preparing effectively for an oral exam over two weeks.";"Stwórz plan skutecznego przygotowania do egzaminu ustnego w ciągu dwóch tygodni.";"How should someone organize two weeks of study to prepare well for an oral exam?" ;"Jak ktoś powinien zorganizować dwa tygodnie nauki, aby dobrze przygotować się do egzaminu ustnego?" ;"proceduralne"
