target,class_name,feature,mean_abs_shap,rank,importance_kind,note
is_paraphrase,True,text_semicolon_density,0.0021159338098352266,42,shap,
is_paraphrase,True,text_markdown_heading_count,0.0019102119868076757,43,shap,
is_paraphrase,True,text_code_fence_count,6.717614318636982e-05,44,shap,
is_paraphrase,True,source_top_p,0.0,45,shap,
is_paraphrase,True,source_temperature,0.0,46,shap,
is_paraphrase,True,source_repetition_penalty,0.0,47,shap,
is_paraphrase,True,source_max_tokens,0.0,48,shap,
is_paraphrase,True,source_max_new_tokens,0.0,49,shap,
is_paraphrase,__overall__,text_avg_sentence_words,0.021445216778272713,1,shap,
is_paraphrase,__overall__,text_avg_sentence_chars,0.02000993807048789,2,shap,
is_paraphrase,__overall__,text_digit_density,0.0186268472248085,3,shap,
is_paraphrase,__overall__,text_comma_density,0.014909930059315478,4,shap,
is_paraphrase,__overall__,source_elapsed_seconds,0.014391279981429358,5,shap,
is_paraphrase,__overall__,text_colon_density,0.011965513002377578,6,shap,
is_paraphrase,__overall__,text_avg_word_length,0.011500212690574578,7,shap,
is_paraphrase,__overall__,text_second_person_pronoun_density,0.011498367561249641,8,shap,
is_paraphrase,__overall__,text_first_person_pronoun_density,0.010741148465803638,9,shap,
is_paraphrase,__overall__,text_negation_word_density,0.010431204711206569,10,shap,
is_paraphrase,__overall__,text_char_count,0.009542630484014835,11,shap,
is_paraphrase,__overall__,text_newline_count,0.009521067651456518,12,shap,
is_paraphrase,__overall__,source_response_length,0.00913022439735091,13,shap,
is_paraphrase,__overall__,text_repeated_bigram_ratio,0.009120973168095504,14,shap,
is_paraphrase,__overall__,text_punctuation_density,0.009017129153033737,15,shap,
is_paraphrase,__overall__,text_list_marker_count,0.008807587369258713,16,shap,
is_paraphrase,__overall__,text_hapax_ratio,0.00812439907809754,17,shap,
is_paraphrase,__overall__,text_punctuation_count,0.008029151652483515,18,shap,
is_paraphrase,__overall__,text_repeated_trigram_ratio,0.007847510334436878,19,shap,
is_paraphrase,__overall__,text_max_word_frequency,0.0077845470151919685,20,shap,
is_paraphrase,__overall__,text_entropy,0.007567429671536058,21,shap,
is_paraphrase,__overall__,text_repetition_rate,0.007510593742110785,22,shap,
is_paraphrase,__overall__,text_avg_word_frequency,0.007361829377171918,23,shap,
is_paraphrase,__overall__,text_sentence_count,0.0073444690781597575,24,shap,
is_paraphrase,__overall__,text_type_token_ratio,0.007286771421322875,25,shap,
is_paraphrase,__overall__,text_unique_word_count,0.006884423024149574,26,shap,
is_paraphrase,__overall__,text_word_count,0.006813908158113091,27,shap,
is_paraphrase,__overall__,source_sum_logprob,0.006568986218703625,28,shap,
is_paraphrase,__overall__,text_uppercase_word_ratio,0.005843398986887306,29,shap,
is_paraphrase,__overall__,source_generated_tokens,0.005612959560038783,30,shap,
is_paraphrase,__overall__,text_paragraph_count,0.005513540985653198,31,shap,
is_paraphrase,__overall__,text_first_person_pronoun_count,0.005284725750661374,32,shap,
is_paraphrase,__overall__,source_avg_logprob,0.005277359640787101,33,shap,
is_paraphrase,__overall__,source_perplexity,0.005181240204185197,34,shap,
is_paraphrase,__overall__,text_markdown_bold_count,0.005175134943666338,35,shap,
is_paraphrase,__overall__,text_hedge_word_density,0.004502633942709462,36,shap,
is_paraphrase,__overall__,text_negation_word_count,0.004422223429118338,37,shap,
is_paraphrase,__overall__,text_question_mark_density,0.003406247748187514,38,shap,
is_paraphrase,__overall__,text_second_person_pronoun_count,0.003378520583571077,39,shap,
is_paraphrase,__overall__,text_exclamation_mark_density,0.0029709488351177017,40,shap,
is_paraphrase,__overall__,text_hedge_word_count,0.002613913777588425,41,shap,
is_paraphrase,__overall__,text_semicolon_density,0.002115933809835203,42,shap,
is_paraphrase,__overall__,text_markdown_heading_count,0.001910211986807662,43,shap,
is_paraphrase,__overall__,text_code_fence_count,6.717614318636991e-05,44,shap,
is_paraphrase,__overall__,source_top_p,0.0,45,shap,
is_paraphrase,__overall__,source_temperature,0.0,46,shap,
is_paraphrase,__overall__,source_repetition_penalty,0.0,47,shap,
is_paraphrase,__overall__,source_max_tokens,0.0,48,shap,
is_paraphrase,__overall__,source_max_new_tokens,0.0,49,shap,
