feature,model_key,model_zero_or_nan_ratio,other_zero_or_nan_ratio,difference,model_nan_ratio,other_nan_ratio,model_zero_ratio,other_zero_ratio,model_nonzero_nonnull_mean,other_nonzero_nonnull_mean,review_flag
source_perplexity,gemini-flash-latest,1.0,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.0,0.0,,1.2045853055555553,model_more_zero_or_nan
source_sum_logprob,gemini-flash-latest,1.0,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.0,0.0,,-191.72453300486112,model_more_zero_or_nan
source_avg_logprob,llama-3.1-8b-groq,1.0,0.3376264949402024,0.6623735050597976,1.0,0.3376264949402024,0.0,0.0,,-0.18242582430555554,model_more_zero_or_nan
source_generated_tokens,llama-3.1-8b-groq,1.0,0.3376264949402024,0.6623735050597976,0.0,0.0,1.0,0.3376264949402024,,863.2340277777778,model_more_zero_or_nan
source_perplexity,llama-3.1-8b-groq,1.0,0.3376264949402024,0.6623735050597976,1.0,0.3376264949402024,0.0,0.0,,1.2045853055555553,model_more_zero_or_nan
source_sum_logprob,llama-3.1-8b-groq,1.0,0.3376264949402024,0.6623735050597976,1.0,0.3376264949402024,0.0,0.0,,-191.72453300486112,model_more_zero_or_nan
text_markdown_bold_count,mistral-7b-hf,0.9,0.30404783808647656,0.5959521619135235,0.0,0.0,0.9,0.30404783808647656,8.833333333333334,13.495703899537343,model_more_zero_or_nan
text_markdown_heading_count,mistral-7b-hf,1.0,0.6632934682612696,0.33670653173873044,0.0,0.0,1.0,0.6632934682612696,,5.491803278688525,
text_markdown_bold_count,phi-3-mini-hf,0.7041666666666667,0.3689052437902484,0.3352614228764183,0.0,0.0,0.7041666666666667,0.3689052437902484,6.755868544600939,14.29737609329446,
text_markdown_heading_count,llama-3.1-8b-groq,0.9861111111111112,0.6678932842686293,0.3182178268424819,0.0,0.0,0.9861111111111112,0.6678932842686293,7.5,5.46398891966759,
text_question_mark_density,mistral-7b-hf,0.9902777777777778,0.6987120515179392,0.29156572625983856,0.0,0.0,0.9902777777777778,0.6987120515179392,0.0010522934155198008,0.0011038625100401117,
text_repeated_trigram_ratio,phi-3-mini-hf,0.4083333333333333,0.1421343146274149,0.26619901870591844,0.0,0.0,0.4083333333333333,0.1421343146274149,0.13104640207209686,0.060340921216536544,
text_semicolon_density,llama-3.1-8b-groq,0.9944444444444445,0.7437902483900644,0.2506541960543801,0.0,0.0,0.9944444444444445,0.7437902483900644,0.0004437992910182382,0.0005284796225917793,
text_markdown_heading_count,phi-3-mini-hf,0.9347222222222222,0.6849126034958601,0.2498096187263621,0.0,0.0,0.9347222222222222,0.6849126034958601,2.3404255319148937,5.708029197080292,
text_semicolon_density,mistral-7b-hf,0.9819444444444444,0.7479300827966882,0.23401436164775624,0.0,0.0,0.9819444444444444,0.7479300827966882,0.0014756527141986922,0.000505392083326845,
text_uppercase_word_ratio,llama-3.1-8b-groq,0.8555555555555555,0.6301747930082797,0.2253807625472758,0.0,0.0,0.8555555555555555,0.6301747930082797,0.013023624969328941,0.010229918623174288,
text_list_marker_count,mistral-7b-hf,0.3625,0.17939282428702852,0.18310717571297147,0.0,0.0,0.3625,0.17939282428702852,9.993464052287582,12.105941704035875,
text_list_marker_count,phi-3-mini-hf,0.3486111111111111,0.18399264029438822,0.16461847081672287,0.0,0.0,0.3486111111111111,0.18399264029438822,8.366737739872068,12.547914317925592,
text_first_person_pronoun_count,mistral-7b-hf,0.46111111111111114,0.297148114075437,0.16396299703567413,0.0,0.0,0.46111111111111114,0.297148114075437,6.752577319587629,6.653141361256544,
text_first_person_pronoun_density,mistral-7b-hf,0.46111111111111114,0.297148114075437,0.16396299703567413,0.0,0.0,0.46111111111111114,0.297148114075437,0.03494322804536436,0.022947574856265647,
text_second_person_pronoun_count,mistral-7b-hf,0.7597222222222222,0.5979760809567617,0.1617461412654605,0.0,0.0,0.7597222222222222,0.5979760809567617,5.213872832369942,7.060640732265446,
text_second_person_pronoun_density,mistral-7b-hf,0.7597222222222222,0.5979760809567617,0.1617461412654605,0.0,0.0,0.7597222222222222,0.5979760809567617,0.02362737501552895,0.0167225528873825,
text_colon_density,mistral-7b-hf,0.2652777777777778,0.10901563937442502,0.15626213840335276,0.0,0.0,0.2652777777777778,0.10901563937442502,0.003844951364371535,0.00400490703013111,
text_question_mark_density,phi-3-mini-hf,0.8875,0.7327506899724011,0.15474931002759884,0.0,0.0,0.8875,0.7327506899724011,0.001592535908882167,0.001035112890474107,
text_uppercase_word_ratio,mistral-7b-hf,0.7958333333333333,0.6499540018399264,0.14587933149340693,0.0,0.0,0.7958333333333333,0.6499540018399264,0.013020508063352832,0.010072663448790369,
text_digit_density,mistral-7b-hf,0.33611111111111114,0.19871205151793928,0.13739905959317186,0.0,0.0,0.33611111111111114,0.19871205151793928,0.004705667539337054,0.006076534021912808,
text_repeated_bigram_ratio,phi-3-mini-hf,0.18888888888888888,0.05197792088316467,0.13691096800572422,0.0,0.0,0.18888888888888888,0.05197792088316467,0.1288551829881998,0.1203331175136268,
text_exclamation_mark_density,mistral-7b-hf,0.9902777777777778,0.8624655013799448,0.127812276397833,0.0,0.0,0.9902777777777778,0.8624655013799448,0.0008510503060311135,0.0005284088457550959,
text_exclamation_mark_density,llama-3.1-8b-groq,0.9833333333333333,0.8647654093836247,0.11856792394970861,0.0,0.0,0.9833333333333333,0.8647654093836247,0.0005598412731521767,0.0005348078290651883,
text_question_mark_density,llama-3.1-8b-groq,0.8583333333333333,0.7424103035878565,0.11592302974547675,0.0,0.0,0.8583333333333333,0.7424103035878565,0.001616031673515253,0.0010099299415827782,
text_second_person_pronoun_count,llama-3.1-8b-groq,0.7208333333333333,0.6108555657773689,0.10997776755596445,0.0,0.0,0.7208333333333333,0.6108555657773689,6.462686567164179,6.825059101654847,
text_second_person_pronoun_density,llama-3.1-8b-groq,0.7208333333333333,0.6108555657773689,0.10997776755596445,0.0,0.0,0.7208333333333333,0.6108555657773689,0.02305320089967991,0.016630441749909162,
text_colon_density,phi-3-mini-hf,0.225,0.12235510579576817,0.10264489420423184,0.0,0.0,0.225,0.12235510579576817,0.0019455497751792704,0.004562823592540078,
text_first_person_pronoun_count,llama-3.1-8b-groq,0.4097222222222222,0.3141674333026679,0.09555478891955432,0.0,0.0,0.4097222222222222,0.3141674333026679,7.409411764705882,6.463447350771294,
text_first_person_pronoun_density,llama-3.1-8b-groq,0.4097222222222222,0.3141674333026679,0.09555478891955432,0.0,0.0,0.4097222222222222,0.3141674333026679,0.035653130827831156,0.02244754276334476,
text_digit_density,phi-3-mini-hf,0.3,0.21067157313707452,0.08932842686292547,0.0,0.0,0.3,0.21067157313707452,0.009339369879527281,0.004736357185718808,
text_negation_word_count,mistral-7b-hf,0.3472222222222222,0.2672493100275989,0.07997291219462332,0.0,0.0,0.3472222222222222,0.2672493100275989,2.295744680851064,3.6271186440677967,
text_negation_word_density,mistral-7b-hf,0.3472222222222222,0.2672493100275989,0.07997291219462332,0.0,0.0,0.3472222222222222,0.2672493100275989,0.01149026583373523,0.010699286601340056,
text_negation_word_count,llama-3.1-8b-groq,0.3402777777777778,0.26954921803127874,0.07072855974649905,0.0,0.0,0.3402777777777778,0.26954921803127874,3.1621052631578945,3.3721662468513856,
text_negation_word_density,llama-3.1-8b-groq,0.3402777777777778,0.26954921803127874,0.07072855974649905,0.0,0.0,0.3402777777777778,0.26954921803127874,0.014087649189132304,0.009919870990524196,
text_hedge_word_count,llama-3.1-8b-groq,0.6458333333333334,0.5814167433302668,0.06441659000306654,0.0,0.0,0.6458333333333334,0.5814167433302668,4.564705882352941,3.087912087912088,
text_hedge_word_density,llama-3.1-8b-groq,0.6458333333333334,0.5814167433302668,0.06441659000306654,0.0,0.0,0.6458333333333334,0.5814167433302668,0.01336748734358463,0.008886729043017478,
text_newline_count,phi-3-mini-hf,0.10555555555555556,0.05105795768169273,0.054497597873862824,0.0,0.0,0.10555555555555556,0.05105795768169273,15.633540372670808,26.747939893359185,
text_digit_density,llama-3.1-8b-groq,0.2722222222222222,0.21987120515179392,0.052351017070428274,0.0,0.0,0.2722222222222222,0.21987120515179392,0.005141052037983861,0.005979198161598868,
text_negation_word_count,phi-3-mini-hf,0.3236111111111111,0.2750689972401104,0.048542113871000714,0.0,0.0,0.3236111111111111,0.2750689972401104,2.704312114989733,3.515228426395939,
text_negation_word_density,phi-3-mini-hf,0.3236111111111111,0.2750689972401104,0.048542113871000714,0.0,0.0,0.3236111111111111,0.2750689972401104,0.008110333579138242,0.01173518784565352,
text_hedge_word_count,gemini-flash-latest,0.6307901907356949,0.5861111111111111,0.04467907962458373,0.0,0.0,0.6307901907356949,0.5861111111111111,2.6715867158671585,3.635346756152125,
text_hedge_word_density,gemini-flash-latest,0.6307901907356949,0.5861111111111111,0.04467907962458373,0.0,0.0,0.6307901907356949,0.5861111111111111,0.005407129527884843,0.011219575614880533,
text_newline_count,mistral-7b-hf,0.09305555555555556,0.05519779208831647,0.03785776346723909,0.0,0.0,0.09305555555555556,0.05519779208831647,14.249617151607962,27.236611489776045,
text_repetition_rate,phi-3-mini-hf,0.020833333333333332,0.005979760809567618,0.014853572523765714,0.0,0.0,0.020833333333333332,0.005979760809567618,0.24875385869418548,0.40700023837278776,
text_comma_density,llama-3.1-8b-groq,0.016666666666666666,0.005519779208831647,0.01114688745783502,0.0,0.0,0.016666666666666666,0.005519779208831647,0.00918482241425922,0.008676650137368172,
text_code_fence_count,mistral-7b-hf,1.0,0.9889604415823368,0.011039558417663242,0.0,0.0,1.0,0.9889604415823368,,2.0,
text_code_fence_count,gemini-flash-latest,0.9986376021798365,0.9893518518518518,0.009285750327984732,0.0,0.0,0.9986376021798365,0.9893518518518518,1.0,2.0434782608695654,
text_code_fence_count,llama-3.1-8b-groq,0.9972222222222222,0.9898804047838087,0.007341817438413556,0.0,0.0,0.9972222222222222,0.9898804047838087,1.0,2.090909090909091,
text_repetition_rate,llama-3.1-8b-groq,0.011111111111111112,0.00919963201471941,0.0019114790963917008,0.0,0.0,0.011111111111111112,0.00919963201471941,0.48011376295077013,0.3310389908458898,
text_comma_density,mistral-7b-hf,0.008333333333333333,0.00827966881324747,5.366452008586341e-05,0.0,0.0,0.008333333333333333,0.00827966881324747,0.009642746943564564,0.008523585597671808,
text_comma_density,phi-3-mini-hf,0.008333333333333333,0.00827966881324747,5.366452008586341e-05,0.0,0.0,0.008333333333333333,0.00827966881324747,0.008521008079398578,0.00889507054619431,
source_response_length,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329.3528610354224,2931.9425925925925,
source_response_length,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.8097222222223,3373.1729530818766,
source_response_length,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.611111111111,3483.8551057957684,
source_response_length,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120.406944444445,2341.3284268629254,
text_avg_sentence_chars,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86855381787326,176.4106711959219,
text_avg_sentence_chars,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.64043205984275,170.31805759081118,
text_avg_sentence_chars,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.11520629975462,170.1608186521099,
text_avg_sentence_chars,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.47637522816837,104.13504053414401,
text_avg_sentence_words,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24440603647583,22.202663502894744,
text_avg_sentence_words,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.478403158507215,21.405104380359113,
text_avg_sentence_words,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.912482631097202,21.261343009492144,
text_avg_sentence_words,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.21710471907981,14.867907911356228,
text_avg_word_frequency,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6696822447608377,1.7419337742446044,
text_avg_word_frequency,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.051052513802722,1.6151637120905429,
text_avg_word_frequency,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604962409087436,1.7629028452069213,
text_avg_word_frequency,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569786399843655,1.7745526734753303,
text_avg_word_length,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.502046322282422,6.148871227460072,
text_avg_word_length,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.698128033495652,6.079766176518945,
text_avg_word_length,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.807957597181961,6.0433920799899,
text_avg_word_length,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.940528051702606,5.668299749145897,
text_char_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3368.66621253406,2942.6055555555554,
text_char_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0513888888888,3391.9926402943884,
text_char_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.9902777777777,3504.9475620975163,
text_char_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5128.775,2362.424563017479,
text_entropy,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.519536670508505,6.862617421705443,
text_entropy,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37023799740186,7.247480307685216,
text_entropy,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.633444054771217,7.1603099482988615,
text_entropy,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5841702129432536,6.8454420394286375,
text_hapax_ratio,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4769529997263396,0.5009588007347484,
text_hapax_ratio,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35239142411038366,0.5420573532781572,
text_hapax_ratio,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49201111101216083,0.49581716258391634,
text_hapax_ratio,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6584738670817009,0.44068690298406865,
text_max_word_frequency,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.40599455040872,17.013425925925926,
text_max_word_frequency,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.461111111111112,19.01701931922723,
text_max_word_frequency,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377777777777778,20.369365225390986,
text_max_word_frequency,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.20138888888889,17.115915363385465,
text_paragraph_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70299727520436,6.141203703703703,
text_paragraph_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9625,7.75344986200552,
text_paragraph_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.448611111111111,8.586016559337626,
text_paragraph_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0125,8.730450781968722,
text_punctuation_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.7465940054496,83.81296296296296,
text_punctuation_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.86944444444444,128.44802207911684,
text_punctuation_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.916666666666664,145.32290708371664,
text_punctuation_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.65277777777777,128.51977920883164,
text_punctuation_density,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669515162881383,0.03251275351698209,
text_punctuation_density,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545800592396816,0.03985289617613512,
text_punctuation_density,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027637995686027098,0.045754647496888366,
text_punctuation_density,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02444225894095099,0.04681303317143059,
text_sentence_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.682561307901906,19.28287037037037,
text_sentence_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.93284268629255,
text_sentence_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.404166666666665,26.454921803127874,
text_sentence_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.444444444444443,26.110395584176633,
text_type_token_ratio,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617682214440494,0.6415380875452233,
text_type_token_ratio,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5252208344153495,0.6720064460524163,
text_type_token_ratio,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429649148583769,0.6330111664208711,
text_type_token_ratio,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564285133619434,0.5954335257021186,
text_unique_word_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.33651226158037,243.02916666666667,
text_unique_word_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.8125,292.78978840846366,
text_unique_word_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.84722222222223,288.8040478380865,
text_unique_word_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.4277777777778,185.2815087396504,
text_word_count,gemini-flash-latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.7683923705722,366.55555555555554,
text_word_count,llama-3.1-8b-groq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.01666666666665,429.42686292548296,
text_word_count,mistral-7b-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.54166666666666,444.81876724931004,
text_word_count,phi-3-mini-hf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.1083333333333,334.01471941122355,
text_repetition_rate,mistral-7b-hf,0.005555555555555556,0.011039558417663294,-0.0054840028621077385,0.0,0.0,0.005555555555555556,0.011039558417663294,0.359029694555822,0.37108545311675656,
text_newline_count,llama-3.1-8b-groq,0.058333333333333334,0.06669733210671573,-0.008363998773382397,0.0,0.0,0.058333333333333334,0.06669733210671573,24.3952802359882,24.006407097092165,
text_repeated_bigram_ratio,llama-3.1-8b-groq,0.07916666666666666,0.08831646734130635,-0.009149800674639691,0.0,0.0,0.07916666666666666,0.08831646734130635,0.20575372551234394,0.09427006157719953,
text_second_person_pronoun_count,phi-3-mini-hf,0.6305555555555555,0.640754369825207,-0.010198814269651413,0.0,0.0,0.6305555555555555,0.640754369825207,2.8157894736842106,8.097311139564662,
text_second_person_pronoun_density,phi-3-mini-hf,0.6305555555555555,0.640754369825207,-0.010198814269651413,0.0,0.0,0.6305555555555555,0.640754369825207,0.007826352449345878,0.021281994045752636,
text_comma_density,gemini-flash-latest,0.0,0.011111111111111112,-0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.007888278624787883,0.009115999698357307,
text_repetition_rate,gemini-flash-latest,0.0013623978201634877,0.0125,-0.011137602179836514,0.0,0.0,0.0013623978201634877,0.0125,0.38283936507595817,0.3629994050174954,
text_hedge_word_count,mistral-7b-hf,0.5791666666666667,0.6034958601655934,-0.024329193498926704,0.0,0.0,0.5791666666666667,0.6034958601655934,3.7491749174917492,3.2923433874709978,
text_hedge_word_density,mistral-7b-hf,0.5791666666666667,0.6034958601655934,-0.024329193498926704,0.0,0.0,0.5791666666666667,0.6034958601655934,0.013528809041572816,0.008580514573275435,
text_code_fence_count,phi-3-mini-hf,0.9708333333333333,0.9986200551977921,-0.02778672186445874,0.0,0.0,0.9708333333333333,0.9986200551977921,2.142857142857143,1.0,
text_repeated_bigram_ratio,mistral-7b-hf,0.0625,0.09383624655013799,-0.03133624655013799,0.0,0.0,0.0625,0.09383624655013799,0.10094212081990474,0.12950357893769432,
text_uppercase_word_ratio,phi-3-mini-hf,0.6597222222222222,0.6950321987120515,-0.03530997648982925,0.0,0.0,0.6597222222222222,0.6950321987120515,0.011981008876480662,0.010021062436055163,
text_exclamation_mark_density,gemini-flash-latest,0.8623978201634878,0.9050925925925926,-0.0426947724291048,0.0,0.0,0.8623978201634878,0.9050925925925926,0.0008418738130805397,0.0003849870336675952,
text_repeated_trigram_ratio,mistral-7b-hf,0.1736111111111111,0.21987120515179392,-0.04626009404068282,0.0,0.0,0.1736111111111111,0.21987120515179392,0.04973306598151402,0.0818221763517412,
text_colon_density,llama-3.1-8b-groq,0.09444444444444444,0.1655933762649494,-0.07114893182050497,0.0,0.0,0.09444444444444444,0.1655933762649494,0.005156156907816681,0.0035444707195259237,
text_newline_count,gemini-flash-latest,0.0027247956403269754,0.08564814814814815,-0.08292335250782118,0.0,0.0,0.0027247956403269754,0.08564814814814815,40.076502732240435,18.18379746835443,
text_hedge_word_count,phi-3-mini-hf,0.5333333333333333,0.6186752529898804,-0.08534191965654703,0.0,0.0,0.5333333333333333,0.6186752529898804,2.8273809523809526,3.6477683956574185,
text_hedge_word_density,phi-3-mini-hf,0.5333333333333333,0.6186752529898804,-0.08534191965654703,0.0,0.0,0.5333333333333333,0.6186752529898804,0.007507030319918305,0.010824210511782192,
text_repeated_trigram_ratio,gemini-flash-latest,0.14032697547683923,0.23148148148148148,-0.09115450600464226,0.0,0.0,0.14032697547683923,0.23148148148148148,0.014982262834030237,0.09572757680920532,
text_repeated_bigram_ratio,gemini-flash-latest,0.014986376021798364,0.11018518518518519,-0.09519880916338683,0.0,0.0,0.014986376021798364,0.11018518518518519,0.060104984270352865,0.145578604803969,
text_list_marker_count,llama-3.1-8b-groq,0.15,0.24977000919963202,-0.09977000919963203,0.0,0.0,0.15,0.24977000919963202,13.75,10.894543225015328,
text_first_person_pronoun_count,phi-3-mini-hf,0.2569444444444444,0.3647654093836247,-0.10782096493918025,0.0,0.0,0.2569444444444444,0.3647654093836247,4.758878504672897,7.414916727009413,
text_first_person_pronoun_density,phi-3-mini-hf,0.2569444444444444,0.3647654093836247,-0.10782096493918025,0.0,0.0,0.2569444444444444,0.3647654093836247,0.01703671087835391,0.02860769481683992,
text_semicolon_density,gemini-flash-latest,0.7247956403269755,0.8337962962962963,-0.10900065596932074,0.0,0.0,0.7247956403269755,0.8337962962962963,0.0004744874068060367,0.0005579161302865589,
text_repeated_trigram_ratio,llama-3.1-8b-groq,0.1125,0.24011039558417663,-0.12761039558417664,0.0,0.0,0.1125,0.24011039558417663,0.11500913296019832,0.05742781440071864,
text_first_person_pronoun_count,gemini-flash-latest,0.22615803814713897,0.37592592592592594,-0.14976788777878697,0.0,0.0,0.22615803814713897,0.37592592592592594,7.871478873239437,6.1683976261127595,
text_first_person_pronoun_density,gemini-flash-latest,0.22615803814713897,0.37592592592592594,-0.14976788777878697,0.0,0.0,0.22615803814713897,0.37592592592592594,0.019008227920116767,0.028060232495065986,
text_colon_density,gemini-flash-latest,0.009536784741144414,0.19490740740740742,-0.185370622666263,0.0,0.0,0.009536784741144414,0.19490740740740742,0.004553058925608599,0.003727090483150691,
text_negation_word_count,gemini-flash-latest,0.14032697547683923,0.337037037037037,-0.1967100615601978,0.0,0.0,0.14032697547683923,0.337037037037037,4.689381933438986,2.7220670391061454,
text_negation_word_density,gemini-flash-latest,0.14032697547683923,0.337037037037037,-0.1967100615601978,0.0,0.0,0.14032697547683923,0.337037037037037,0.010146747603893096,0.011202367848976068,
text_exclamation_mark_density,phi-3-mini-hf,0.7416666666666667,0.9448022079116836,-0.20313554124501687,0.0,0.0,0.7416666666666667,0.9448022079116836,0.0003561660993645865,0.00081420585450982,
text_list_marker_count,gemini-flash-latest,0.04223433242506812,0.28703703703703703,-0.2448027046119689,0.0,0.0,0.04223433242506812,0.28703703703703703,13.16927453769559,10.99090909090909,
text_second_person_pronoun_count,gemini-flash-latest,0.44550408719346046,0.7037037037037037,-0.25819961651024326,0.0,0.0,0.44550408719346046,0.7037037037037037,10.13022113022113,4.609375,
text_second_person_pronoun_density,gemini-flash-latest,0.44550408719346046,0.7037037037037037,-0.25819961651024326,0.0,0.0,0.44550408719346046,0.7037037037037037,0.01941033929044383,0.016879748453200272,
