model_key,feature,model_mean,other_models_mean,effect_size,abs_effect_size,direction
llama-3.1-8b-groq,text_semicolon_density,2.46555161676799e-06,0.0001354016328351523,-0.4145157844691029,0.4145157844691029,lower
llama-3.1-8b-groq,text_avg_word_length,5.698128033495652,6.079766176518945,-0.3448989625205296,0.3448989625205296,lower
llama-3.1-8b-groq,text_list_marker_count,11.6875,8.173413063477462,0.3423440779017325,0.3423440779017325,higher
llama-3.1-8b-groq,text_avg_sentence_chars,109.64043205984275,170.31805759081118,-0.3197956132368165,0.3197956132368165,lower
llama-3.1-8b-groq,text_avg_sentence_words,15.478403158507215,21.405104380359113,-0.2966767395502757,0.2966767395502757,lower
llama-3.1-8b-groq,text_punctuation_density,0.04545800592396816,0.03985289617613512,0.2659434623625784,0.2659434623625784,higher
llama-3.1-8b-groq,text_exclamation_mark_density,9.330687885869611e-06,7.232451782206319e-05,-0.2650458868208962,0.2650458868208962,lower
llama-3.1-8b-groq,text_first_person_pronoun_density,0.021045250835872557,0.015395255869432859,0.2578338609541611,0.2578338609541611,higher
llama-3.1-8b-groq,text_punctuation_count,100.86944444444444,128.44802207911684,-0.19640446093859887,0.19640446093859887,lower
llama-3.1-8b-groq,text_negation_word_density,0.00929393522894145,0.007245977522057234,0.18252393905923137,0.18252393905923137,higher
llama-3.1-8b-groq,text_sentence_count,22.0,24.93284268629255,-0.17987531502671783,0.17987531502671783,lower
llama-3.1-8b-groq,text_second_person_pronoun_count,1.8041666666666667,2.655933762649494,-0.1465449425625603,0.1465449425625603,lower
llama-3.1-8b-groq,text_uppercase_word_ratio,0.0018811902733475137,0.003783281772323885,-0.1302958684883572,0.1302958684883572,lower
llama-3.1-8b-groq,text_hedge_word_density,0.004734318434186223,0.0037198359839677583,0.12639991355844707,0.12639991355844707,higher
llama-3.1-8b-groq,text_hedge_word_count,1.6166666666666667,1.2925482980680774,0.12630116901141436,0.12630116901141436,higher
llama-3.1-8b-groq,text_negation_word_count,2.0861111111111112,2.4632014719411224,-0.12435457532614201,0.12435457532614201,lower
llama-3.1-8b-groq,text_comma_density,0.009031742040688233,0.008628756944337622,0.08910281441254296,0.08910281441254296,higher
llama-3.1-8b-groq,text_code_fence_count,0.002777777777777778,0.021159153633854646,-0.08150294460310865,0.08150294460310865,lower
llama-3.1-8b-groq,text_max_word_frequency,16.461111111111112,19.01701931922723,-0.07984302655452268,0.07984302655452268,lower
llama-3.1-8b-groq,text_digit_density,0.00374154342764381,0.004664544655966734,-0.05774397922068881,0.05774397922068881,lower
llama-3.1-8b-groq,text_paragraph_count,7.9625,7.75344986200552,0.037700771831502174,0.037700771831502174,higher
llama-3.1-8b-groq,text_newline_count,22.97222222222222,22.40524379024839,0.02982928425150866,0.02982928425150866,higher
llama-3.1-8b-groq,text_first_person_pronoun_count,4.373611111111111,4.432842686292548,-0.009821922209499345,0.009821922209499345,lower
llama-3.1-8b-groq,text_second_person_pronoun_density,0.006435685251160641,0.006471643845640824,-0.0024457300957598242,0.0024457300957598242,lower
mistral-7b-hf,text_punctuation_density,0.027637995686027098,0.045754647496888366,-0.9464319873048838,0.9464319873048838,lower
mistral-7b-hf,text_newline_count,12.92361111111111,25.733210671573136,-0.7498724615988045,0.7498724615988045,lower
mistral-7b-hf,text_word_count,239.54166666666666,444.81876724931004,-0.7400648458768908,0.7400648458768908,lower
mistral-7b-hf,text_punctuation_count,49.916666666666664,145.32290708371664,-0.7207505404645134,0.7207505404645134,lower
mistral-7b-hf,text_char_count,1678.9902777777777,3504.9475620975163,-0.7148085541077759,0.7148085541077759,lower
mistral-7b-hf,source_response_length,1670.611111111111,3483.8551057957684,-0.7104472376592439,0.7104472376592439,lower
mistral-7b-hf,text_paragraph_count,5.448611111111111,8.586016559337626,-0.6029352806584859,0.6029352806584859,lower
mistral-7b-hf,text_unique_word_count,142.84722222222223,288.8040478380865,-0.5983607309695624,0.5983607309695624,lower
mistral-7b-hf,text_sentence_count,17.404166666666665,26.454921803127874,-0.5896145146854147,0.5896145146854147,lower
mistral-7b-hf,text_entropy,6.633444054771217,7.1603099482988615,-0.535273337745386,0.535273337745386,lower
mistral-7b-hf,text_negation_word_count,1.4986111111111111,2.657773689052438,-0.40529135413637457,0.40529135413637457,lower
mistral-7b-hf,text_list_marker_count,6.370833333333334,9.934222631094757,-0.387191500535563,0.387191500535563,lower
mistral-7b-hf,text_avg_sentence_chars,110.11520629975462,170.1608186521099,-0.337668206291763,0.337668206291763,lower
mistral-7b-hf,text_second_person_pronoun_count,1.2527777777777778,2.8385464581416744,-0.29687688863573675,0.29687688863573675,lower
mistral-7b-hf,text_avg_sentence_words,15.912482631097202,21.261343009492144,-0.28864939564745185,0.28864939564745185,lower
mistral-7b-hf,text_hedge_word_density,0.0056933738049952266,0.003402209550213167,0.2817077960758449,0.2817077960758449,higher
mistral-7b-hf,text_exclamation_mark_density,8.274100197524715e-06,7.26744456673292e-05,-0.2690541042970143,0.2690541042970143,lower
mistral-7b-hf,text_semicolon_density,2.6643729561920827e-05,0.0001273941405994071,-0.26611885408292335,0.26611885408292335,lower
mistral-7b-hf,text_colon_density,0.0028249712107674203,0.0035683095296062373,-0.2649419977739116,0.2649419977739116,lower
mistral-7b-hf,text_repeated_trigram_ratio,0.041098853137501175,0.06383183582914125,-0.26253641163369285,0.26253641163369285,lower
mistral-7b-hf,text_comma_density,0.00956239071903486,0.008453013131821719,0.25483032120130295,0.25483032120130295,higher
mistral-7b-hf,text_max_word_frequency,12.377777777777778,20.369365225390986,-0.25218149246557414,0.25218149246557414,lower
mistral-7b-hf,text_avg_word_frequency,1.604962409087436,1.7629028452069213,-0.2464827492085589,0.2464827492085589,lower
mistral-7b-hf,text_repeated_bigram_ratio,0.09463323826866069,0.11735144917537159,-0.21440837324651993,0.21440837324651993,lower
mistral-7b-hf,text_avg_word_length,5.807957597181961,6.0433920799899,-0.21437610781868768,0.21437610781868768,lower
mistral-7b-hf,text_first_person_pronoun_count,3.638888888888889,4.676172953081877,-0.18265860896397965,0.18265860896397965,lower
mistral-7b-hf,text_first_person_pronoun_density,0.018830517335557462,0.016128746265121393,0.12520326960202838,0.12520326960202838,higher
mistral-7b-hf,text_hedge_word_count,1.5777777777777777,1.3054277828886844,0.11341551065175061,0.11341551065175061,higher
mistral-7b-hf,text_digit_density,0.003124040394170988,0.0048690534802999594,-0.10888603867799039,0.10888603867799039,lower
mistral-7b-hf,text_code_fence_count,0.0,0.02207911683532659,-0.09882265966974751,0.09882265966974751,lower
mistral-7b-hf,text_second_person_pronoun_density,0.005677133163453485,0.006722866248193332,-0.07156205256583135,0.07156205256583135,lower
mistral-7b-hf,text_repetition_rate,0.357035085141623,0.36698883357912904,-0.06412508846522007,0.06412508846522007,lower
mistral-7b-hf,text_type_token_ratio,0.6429649148583769,0.6330111664208711,0.064125088465219,0.064125088465219,higher
mistral-7b-hf,text_uppercase_word_ratio,0.0026583537296012037,0.0035258955310623137,-0.059027304095464354,0.059027304095464354,lower
mistral-7b-hf,text_negation_word_density,0.007500590197021609,0.007839909639344394,-0.03297824975118044,0.03297824975118044,lower
mistral-7b-hf,text_hapax_ratio,0.49201111101216083,0.49581716258391634,-0.020325072554792496,0.020325072554792496,lower
phi-3-mini-hf,text_hapax_ratio,0.6584738670817009,0.44068690298406865,1.0517558859974803,1.0517558859974803,higher
phi-3-mini-hf,text_punctuation_density,0.02444225894095099,0.04681303317143059,-1.0268436758136092,1.0268436758136092,lower
phi-3-mini-hf,text_repetition_rate,0.2435714866380566,0.4045664742978814,-0.9213395029296733,0.9213395029296733,lower
phi-3-mini-hf,text_type_token_ratio,0.7564285133619434,0.5954335257021186,0.9213395029296733,0.9213395029296733,higher
phi-3-mini-hf,text_colon_density,0.0015078010757639346,0.00400453882914741,-0.9165563053441514,0.9165563053441514,lower
phi-3-mini-hf,text_avg_word_length,6.940528051702606,5.668299749145897,0.82861747986268,0.82861747986268,higher
phi-3-mini-hf,text_avg_sentence_chars,309.47637522816837,104.13504053414401,0.7538866154757722,0.7538866154757722,higher
phi-3-mini-hf,text_avg_sentence_words,35.21710471907981,14.867907911356228,0.7263307307615289,0.7263307307615289,higher
phi-3-mini-hf,text_unique_word_count,455.4277777777778,185.2815087396504,0.7026465740725073,0.7026465740725073,higher
phi-3-mini-hf,source_response_length,5120.406944444445,2341.3284268629254,0.6996503640355807,0.6996503640355807,higher
phi-3-mini-hf,text_paragraph_count,5.0125,8.730450781968722,-0.6974724371268604,0.6974724371268604,lower
phi-3-mini-hf,text_char_count,5128.775,2362.424563017479,0.6958059968429366,0.6958059968429366,higher
phi-3-mini-hf,text_newline_count,13.983333333333333,25.38224471021159,-0.6245568434917962,0.6245568434917962,lower
phi-3-mini-hf,text_word_count,574.1083333333333,334.01471941122355,0.5668894736289287,0.5668894736289287,higher
phi-3-mini-hf,text_entropy,7.5841702129432536,6.8454420394286375,0.5445123879981207,0.5445123879981207,higher
phi-3-mini-hf,text_list_marker_count,5.45,10.239190432382705,-0.5155337013579653,0.5155337013579653,lower
phi-3-mini-hf,text_sentence_count,18.444444444444443,26.110395584176633,-0.4496297851685955,0.4496297851685955,lower
phi-3-mini-hf,text_semicolon_density,0.0002490739004503038,5.3728214638213146e-05,0.4064508729025012,0.4064508729025012,higher
phi-3-mini-hf,text_second_person_pronoun_density,0.0028914024326750056,0.0076454633623425985,-0.374507483000232,0.374507483000232,lower
phi-3-mini-hf,text_second_person_pronoun_count,1.0402777777777779,2.908923643054278,-0.36677623200173975,0.36677623200173975,lower
phi-3-mini-hf,text_negation_word_density,0.0054857395181115605,0.008507201492525275,-0.28460428548599337,0.28460428548599337,lower
phi-3-mini-hf,text_first_person_pronoun_density,0.012659222666554643,0.018172597305453512,-0.2771524893954637,0.2771524893954637,lower
phi-3-mini-hf,text_avg_word_frequency,1.569786399843655,1.7745526734753303,-0.2089731440816823,0.2089731440816823,lower
phi-3-mini-hf,text_repeated_trigram_ratio,0.0775357878926573,0.05176440573543729,0.2086842018334523,0.2086842018334523,higher
phi-3-mini-hf,text_negation_word_count,1.8291666666666666,2.548298068077277,-0.19214045413294809,0.19214045413294809,lower
phi-3-mini-hf,text_first_person_pronoun_count,3.536111111111111,4.710211591536338,-0.18582729627408962,0.18582729627408962,lower
phi-3-mini-hf,text_code_fence_count,0.0625,0.0013799448022079118,0.158741766064029,0.158741766064029,higher
phi-3-mini-hf,text_exclamation_mark_density,9.200957566918485e-05,4.49423654743231e-05,0.15705754725189755,0.15705754725189755,higher
phi-3-mini-hf,text_punctuation_count,100.65277777777777,128.51977920883164,-0.13635399742306215,0.13635399742306215,lower
phi-3-mini-hf,text_digit_density,0.006537558915669095,0.0037385413664643395,0.10341165953612164,0.10341165953612164,higher
phi-3-mini-hf,text_max_word_frequency,22.20138888888889,17.115915363385465,0.09512608827172243,0.09512608827172243,higher
phi-3-mini-hf,text_hedge_word_density,0.0035032808159618763,0.0041275393349896215,-0.07796147906394237,0.07796147906394237,lower
phi-3-mini-hf,text_repeated_bigram_ratio,0.1045158706459843,0.11407845225187895,-0.06801229824609999,0.06801229824609999,lower
phi-3-mini-hf,text_comma_density,0.008449999678736924,0.008821422308001349,-0.06274741742184108,0.06274741742184108,lower
phi-3-mini-hf,text_uppercase_word_ratio,0.00407687107602467,0.003056101377692996,0.04373613728198014,0.04373613728198014,higher
phi-3-mini-hf,text_hedge_word_count,1.3194444444444444,1.390984360625575,-0.03370489742162774,0.03370489742162774,lower
